author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
wch,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/442,2012-03-15T04:50:06Z,2019-01-19T03:19:14Z,2012-03-26T16:34:00Z,"This is very preliminary, so I'm just looking for comments and suggestions. Many of the changes are just moved files. The new functions are in `visual-test.r`. The files `aspect-ratio.r` and `dotplot.r` have been converted to the new system, so take a look at them for examples of how to use it.

You can try it out by doing the following. Fetch and checkout the branch:

```
git fetch https://github.com/wch/ggplot2.git visual-test
git checkout FETCH_HEAD
```

In your R session, starting in the ggplot2 dir:

``` R
# I think this is needed for consistent output across platforms
# If asked, agree to download and install gtk+ (~56MB for Mac)
install.packages('cairoDevice')

library(devtools)
dev_mode()
load_all('.')
source('visual_test/aspect-ratio.r')
source('visual_test/dotplot.r')
```

Output files will go in `visual_test/aspect-ratio/` and `visual_test/dotplot/`. In each of these dirs there is a index.html page that shows all the tests, with descriptions. In the future, everything in these directories will be committed to the repo.

Still needs to be done:
- Convert the rest of the visual tests to the new system
- Write a single function that will run all tests
- Create a top-level webpage with links to each page of tests
- Write code to generate visual diffs between commits

Open questions:
- Use optipng to shrink output files?
  - Pro: smaller file size - visual tests may add up over time. Even minor changes to, say, tick marks, padding, or automatic breaks will result in an entirely new set of test files. Example: for the dotplot tests, total size is 440,934 bytes vs. 189,408 bytes after using optipng.
  - Con: it adds an external dependency.
- Use smaller images? Presently the default size is 4x4 inches at 72 ppi, or 288x288 pixels.

Now that I think of it, this is probably a good candidate for using a git submodule. All the visual test results could go in the submodule.
",https://github.com/tidyverse/ggplot2/pull/442,ggplot2
jrowen,NONE,closed,1,https://github.com/tidyverse/ggplot2/pull/440,2012-03-14T20:45:49Z,2019-01-19T03:19:11Z,2012-06-08T21:36:43Z,"Updated `fortify` to support rgeos or gpclib.  The `gpclibpermit()` call is no longer required; the regeos package will be used by default.
",https://github.com/tidyverse/ggplot2/pull/440,ggplot2
jiho,CONTRIBUTOR,closed,19,https://github.com/tidyverse/ggplot2/pull/439,2012-03-14T17:47:08Z,2019-01-19T16:55:33Z,2014-02-24T21:19:22Z,"It fetches 6 colours from a colorbrewer palette and feeds them to gradientn. It gives very nice results even if the palettes were not intended for that use originally.

Ideally, the regular brewer scale should be able to deal with this: use `scale_colour/fill_brewer()` and provide a continuous or a discrete scale depending on the data... but this may run again into the problem that the data is only known at render time or something like this. Anyhow, I couldn't figure out how to do that with the current state of the code so a created new functions. The names (`scale_colour/fill_brewerc`) are clearly not very inspired so I am completely open to suggestions.
",https://github.com/tidyverse/ggplot2/pull/439,ggplot2
jiho,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/438,2012-03-14T17:10:45Z,2019-01-19T06:07:39Z,2012-03-27T03:58:48Z,,https://github.com/tidyverse/ggplot2/pull/438,ggplot2
BrianDiggs,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/435,2012-03-13T23:32:39Z,2019-01-19T12:37:40Z,2012-04-20T20:52:57Z,"In the documentation for `facet_grid`, the `margins` parameter is described as:

> logical value, should marginal rows and columns be displayed

In fact, `margins` can also take on a (vector of) character values which specify which variables/margins are to be computed. This functionality was requested in Issue #3, but never documented.
",https://github.com/tidyverse/ggplot2/pull/435,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/429,2012-03-08T06:11:08Z,2019-01-19T14:24:57Z,2012-03-27T23:35:50Z,"This implements stacking for geom_dotplot, using `stackgroups=TRUE`.
",https://github.com/tidyverse/ggplot2/pull/429,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/425,2012-03-04T18:10:56Z,2019-01-19T03:19:09Z,2012-03-27T23:21:55Z,"In the first changed example, using `aes()` made it overplot the same text many times. I also changed the data frame to `NULL`.

In the second example, I changed the documentation to reflect the code. The code uses `family`, not `fontfamily`. However, this might actually be a bug -- in NEWS, it says that it uses `fontfamily`. @kohske, is it a bug in the documentation, or in the code?
",https://github.com/tidyverse/ggplot2/pull/425,ggplot2
wch,MEMBER,closed,5,https://github.com/tidyverse/ggplot2/pull/418,2012-02-29T04:56:20Z,2019-01-19T03:19:08Z,2012-04-11T15:39:32Z,"On the mailing list I said I wasn't sure whether this should be in ggplot2 or not. But now that it's an annotation and not a geom, it seems to make more sense.
",https://github.com/tidyverse/ggplot2/pull/418,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/415,2012-02-25T23:58:53Z,2019-01-19T04:20:59Z,2012-02-27T14:04:08Z,"I took the commits from @djmurphy420's pull request #342, rebased them on top of master, and fixed the conflicts.
",https://github.com/tidyverse/ggplot2/pull/415,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/414,2012-02-25T23:09:40Z,2019-01-19T04:21:01Z,2012-02-26T00:20:51Z,"This fixes #413.
",https://github.com/tidyverse/ggplot2/pull/414,ggplot2
kohske,COLLABORATOR,closed,6,https://github.com/tidyverse/ggplot2/pull/409,2012-02-20T19:25:56Z,2019-01-19T03:19:05Z,2012-02-23T13:40:08Z,,https://github.com/tidyverse/ggplot2/pull/409,ggplot2
jiho,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/405,2012-02-14T08:03:28Z,2019-01-19T06:07:37Z,2012-02-20T13:27:40Z,"`object` is more general than `data` and does not conflict with fortify()
- small documentation changes
",https://github.com/tidyverse/ggplot2/pull/405,ggplot2
kohske,COLLABORATOR,closed,9,https://github.com/tidyverse/ggplot2/pull/400,2012-02-09T14:27:52Z,2019-01-19T04:21:13Z,2012-02-21T13:39:57Z,"Unbelievably, this commit passes all exinting tests relevant to scales!
",https://github.com/tidyverse/ggplot2/pull/400,ggplot2
kohske,COLLABORATOR,closed,4,https://github.com/tidyverse/ggplot2/pull/395,2012-02-08T19:17:54Z,2019-01-19T03:19:03Z,2012-02-21T13:52:09Z,"maybe the size of padding should be customizable?
",https://github.com/tidyverse/ggplot2/pull/395,ggplot2
wch,MEMBER,closed,5,https://github.com/tidyverse/ggplot2/pull/393,2012-02-08T08:42:54Z,2019-01-19T03:19:01Z,2012-03-27T23:47:25Z,"I added the ability to control which sides geom_rug appears on. This lets you set it to any of ""trbl"" for top, right, bottom, and left. Common use cases might include:
- rugs on the top and right, instead of bottom and left.
- rugs on all four sides.
- a rug on just one axis

Some examples from the docs:

``` R
p <- ggplot(mtcars, aes(x=wt, y=mpg))
p + geom_point() + geom_rug()             # Default: bottom and left
p + geom_point() + geom_rug(sides=""b"")    # On bottom only
p + geom_point() + geom_rug(sides=""trbl"") # All four sides
```

Let me know if you think there is a better way of doing the `sides` parameter, or if there's a cleaner way to implement it.
",https://github.com/tidyverse/ggplot2/pull/393,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/392,2012-02-08T06:03:10Z,2019-01-19T04:21:04Z,2012-02-08T14:44:20Z,"This fixes #384. For this fix to work, it requires the update to scales at hadley/scales#11.

The fix in scales should not break anything else. However, if this pull request is merged without the change in scales, ggplot will probably be completely broken with discrete scales.
",https://github.com/tidyverse/ggplot2/pull/392,ggplot2
briandk,CONTRIBUTOR,closed,1,https://github.com/tidyverse/ggplot2/pull/391,2012-02-08T05:39:32Z,2019-01-19T03:19:00Z,2012-02-08T14:09:18Z,"**This update to #387 fixes [spurious roxygen2 behavior](https://github.com/hadley/ggplot2/pull/387#issuecomment-3857757).**

The cross-linking should allow users to find the full list of arguments to guide_legend() and guide_colourbar() simply by searching the guides() help page.
",https://github.com/tidyverse/ggplot2/pull/391,ggplot2
BrianDiggs,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/389,2012-02-07T17:44:03Z,2019-01-19T12:37:35Z,2012-02-07T21:32:27Z,"Per discussion/request on developer mailing list
http://groups.google.com/group/ggplot2-dev/browse_thread/thread/446615dd5fcf35cf
",https://github.com/tidyverse/ggplot2/pull/389,ggplot2
briandk,CONTRIBUTOR,closed,6,https://github.com/tidyverse/ggplot2/pull/387,2012-02-06T22:45:17Z,2019-01-19T03:18:55Z,2012-02-08T05:39:48Z,"This change will hopefully make it easier for users to discover guide options by ensuring that all of the `guides` manpages link to each other
",https://github.com/tidyverse/ggplot2/pull/387,ggplot2
kohske,COLLABORATOR,closed,7,https://github.com/tidyverse/ggplot2/pull/382,2012-01-31T17:59:18Z,2019-01-19T03:18:58Z,2012-02-20T13:40:43Z,"now aes (e.g., colour, fill, etc) is not dropped during stats calculation.
Is there any reason why `stat_sum` only use `calculate_groups` but not use `calculate`?
",https://github.com/tidyverse/ggplot2/pull/382,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/379,2012-01-31T09:59:32Z,2019-01-19T03:18:53Z,2012-02-21T13:40:00Z,"This is a kind of temporal workaround.
We need to reconsider about trans in scale.

see #375, #373

Also this commit includes a fix for #374
",https://github.com/tidyverse/ggplot2/pull/379,ggplot2
kohske,COLLABORATOR,closed,7,https://github.com/tidyverse/ggplot2/pull/374,2012-01-25T14:25:41Z,2018-11-06T17:42:28Z,2012-02-21T13:40:00Z,,https://github.com/tidyverse/ggplot2/pull/374,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/371,2012-01-24T05:33:04Z,2019-01-19T14:25:21Z,2012-01-25T15:13:03Z,"I realized that I didn't include any information about the binning algorithm in the help file, so here it is. I wasn't totally sure if it should go in geom_dotplot or stat_bindot, but I figured people would be more likely to see it if it was in geom_dotplot.
",https://github.com/tidyverse/ggplot2/pull/371,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/370,2012-01-23T08:30:10Z,2018-11-06T17:42:30Z,2012-01-23T13:46:59Z,,https://github.com/tidyverse/ggplot2/pull/370,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/369,2012-01-23T05:22:58Z,2019-01-19T03:18:52Z,2012-01-25T15:17:27Z,"It now chooses auto method based on the size of the largest group, and displays a message about which method is being used.

The diff looks really ugly and confusing, but the change was pretty simple. I basically moved the method-decision block of code from $calculate to $calculate_groups, added messages, and updated the $calculate_groups function to handle the parameters correctly. But the diff viewer thinks I deleted and inserted lines of code all over the place. If the diff is too confusing, I might be able to redo it and make some trivial changes (spacing, etc) that result in a clearer diff.

In these examples, the smooth lines are now directly on top of each other, as they should be.

``` R
library(mgcv)

set.seed(125)
dat <- data.frame(xvar = runif(1000), yvar = rnorm(1000))
# Make two copies of the same values, in group A and B
dat <- rbind(cbind(dat, group='A'), cbind(dat, group='B'))

# Drop one of the B's, so there are 1000 A's and 999 B's
dat1 <- dat[-2000,]
# Drop one of the A's, so both A and B have the same 999 points
dat2 <- dat1[-1000,]


# Since there are >=1000 points in one group, this uses gam.
# The smoothing lines are now almost identical since the only difference
# between A and B is one data point, which you can see near (.5, 0)
ggplot(dat1, aes(x=xvar, y=yvar, colour=group)) +
    geom_point(alpha=.5) + geom_smooth(alpha=.5)
# geom_smooth: method=""auto"" and size of largest group is >=1000, so using gam with formula: y ~ s(x, bs = ""cs"").

# Since there are <1000 points in both groups, this uses loess
# The smoothing lines look identical.
# For this data, the loess fit looks straighter than gam used for dat1
ggplot(dat2, aes(x=xvar, y=yvar, colour=group)) +
    geom_point(alpha=.5) + geom_smooth(alpha=.5)
# geom_smooth: method=""auto"" and size of largest group is <1000, so using loess smoothing.

```
",https://github.com/tidyverse/ggplot2/pull/369,ggplot2
wch,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/368,2012-01-23T04:23:40Z,2019-01-19T03:18:49Z,2012-01-24T01:45:59Z,"This is an implementation of coord_range. This is the third attempt at resolving the issue raised by #361, and followed out of discussion #364. I decided to start over because it's cleaner this way.

I've done the following:
- implement coord_range
- fix coord_map to use `x.range` and `x.proj`, instead of `x.raw` and `x.range`
- modify abline, hline, and vline to use coord_range
- add visual tests
",https://github.com/tidyverse/ggplot2/pull/368,ggplot2
wch,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/366,2012-01-21T21:39:05Z,2019-01-19T03:18:47Z,2012-01-22T23:31:27Z,"This fixes #365.

I think it now correctly implements the haversine formula: 
http://en.wikipedia.org/wiki/Haversine_formula

```
> dist_central_angle(lat=c(-90,90), lon=c(-45,-45))
[1] 3.141593
> dist_central_angle(lat=c(0,0), lon=c(0,180))
[1] 3.141593
```
",https://github.com/tidyverse/ggplot2/pull/366,ggplot2
wch,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/364,2012-01-20T21:40:53Z,2019-01-19T20:52:09Z,2012-01-23T16:21:42Z,"This addresses #361. It adds a function to find what a coordinate transforms maps x and y to -- for example, x and y; y and x; or theta and x.

This makes it possible to have a general method to find the ranges of the x and y, even after transformation.
- I don't really like the method name I used, `coord_find_varmapping()` but I couldn't think of a better one. I'm open to suggestions.
- It gets, for example, scale$theta.range by using a string, as in scale[['theta.range']]. I know this isn't the best...
- I updated abline, hline, and vline to use it. Now these work with coord_flip and coord_polar, with the exception of abline with polar. Actually, it works, but it doesn't wrap around infinitely like it should.
- I also added visual tests for abline, hline, and vline. No test for abline with coord_polar, for reasons discussed above (and in #361).
- I haven't yet modified or tested coord_map.
",https://github.com/tidyverse/ggplot2/pull/364,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/362,2012-01-19T20:20:45Z,2019-01-19T03:18:45Z,2012-01-21T20:47:06Z,"This fixes #361.
",https://github.com/tidyverse/ggplot2/pull/362,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/360,2012-01-19T02:08:36Z,2019-01-19T04:21:05Z,2012-01-19T15:17:27Z,"This adds a warning message when `geom_dotplot` is used with `coord_polar`. It addresses #359.
",https://github.com/tidyverse/ggplot2/pull/360,ggplot2
djmurphy420,CONTRIBUTOR,closed,5,https://github.com/tidyverse/ggplot2/pull/356,2012-01-15T00:56:16Z,2019-01-19T03:18:43Z,2012-01-25T20:53:05Z,"Here's a set of modifications for the slowest of the example sets. I couldn't do much with stat_density or geom_bar, but replacing some of the larger data sets by subsets of them or by other data frames in the examples contained herein seemed to improve processing time a fair bit.
",https://github.com/tidyverse/ggplot2/pull/356,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/355,2012-01-11T05:14:44Z,2019-01-19T03:18:42Z,2012-01-19T14:05:42Z,"default: high-top to low-bottom
reversed: low-top to high-bottom
",https://github.com/tidyverse/ggplot2/pull/355,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/354,2012-01-11T00:07:24Z,2019-01-19T03:18:39Z,2012-01-18T14:29:58Z,"This fixes #353. Also, the median lines now ignore the alpha value so that the appearance is consistent with the box outline and whiskers.
",https://github.com/tidyverse/ggplot2/pull/354,ggplot2
kohske,COLLABORATOR,closed,4,https://github.com/tidyverse/ggplot2/pull/349,2012-01-06T04:54:32Z,2019-01-19T03:18:37Z,2012-01-25T20:33:39Z,"My fix have introduced another bug.
Indexing by `drop = TRUE` makes 1xN 2D matrix into 1D vector.
Here it should be `drop = FALSE`.

examples:

``` R
df1 <- data.frame(x = -3:3, y = -3:3)
df2 <- data.frame(x = seq(-2, 2, 0.1), y = 0, z = dnorm(seq(-2, 2, 0.1)))
df3 <- rename(df2, c(x = ""y"", y = ""x""))

p <- ggplot(NULL, aes(x, y)) + geom_point(data = df1)
p1 <- p + geom_tile(aes(fill = z), data = df2)
p2 <- p + geom_raster(aes(fill = z), data = df2)
p3 <- p + geom_tile(aes(fill = z), data = df3)
p4 <- p + geom_raster(aes(fill = z), data = df3)
```
",https://github.com/tidyverse/ggplot2/pull/349,ggplot2
JakeRuss,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/348,2012-01-03T17:24:05Z,2019-01-19T03:18:35Z,2012-01-25T15:12:31Z,"Let me know if there are any issues. 
",https://github.com/tidyverse/ggplot2/pull/348,ggplot2
wch,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/347,2012-01-03T15:54:58Z,2019-01-19T03:18:33Z,2012-01-18T14:25:34Z,"This fixes #346.

The first commit adds roxygen info for dotstackGrob, and the second commit adds the resulting changes from `roxygenize()`.

To be consistent with the other grobs, I also changed the S3 class name from `dotstackgrob` to `dotstackGrob`.
",https://github.com/tidyverse/ggplot2/pull/347,ggplot2
